,Unicode,Character
9152,\u71BF,熿
9153,\u71C0,燀
9154,\u71C1,燁
9155,\u71C2,燂
9156,\u71C3,燃
9157,\u71C4,燄
9158,\u71C5,燅
9159,\u71C6,燆
9160,\u71C7,燇
9161,\u71C8,燈
9162,\u71C9,燉
9163,\u71CA,燊
9164,\u71CB,燋
9165,\u71CC,燌
9166,\u71CD,燍
9167,\u71CE,燎
9168,\u71CF,燏
9169,\u71D0,燐
9170,\u71D1,燑
9171,\u71D2,燒
9172,\u71D3,燓
9173,\u71D4,燔
9174,\u71D5,燕
9175,\u71D6,燖
9176,\u71D7,燗
9177,\u71D8,燘
9178,\u71D9,燙
9179,\u71DA,燚
9180,\u71DB,燛
9181,\u71DC,燜
9182,\u71DD,燝
9183,\u71DE,燞
9184,\u71DF,營
9185,\u71E0,燠
9186,\u71E1,燡
9187,\u71E2,燢
9188,\u71E3,燣
9189,\u71E4,燤
9190,\u71E5,燥
9191,\u71E6,燦
9192,\u71E7,燧
9193,\u71E8,燨
9194,\u71E9,燩
9195,\u71EA,燪
9196,\u71EB,燫
9197,\u71EC,燬
9198,\u71ED,燭
9199,\u71EE,燮
9200,\u71EF,燯
9201,\u71F0,燰
9202,\u71F1,燱
9203,\u71F2,燲
9204,\u71F3,燳
9205,\u71F4,燴
9206,\u71F5,燵
9207,\u71F6,燶
9208,\u71F7,燷
9209,\u71F8,燸
9210,\u71F9,燹
9211,\u71FA,燺
9212,\u71FB,燻
9213,\u71FC,燼
9214,\u71FD,燽
9215,\u71FE,燾
9216,\u71FF,燿
9217,\u7200,爀
9218,\u7201,爁
9219,\u7202,爂
9220,\u7203,爃
9221,\u7204,爄
9222,\u7205,爅
9223,\u7206,爆
9224,\u7207,爇
9225,\u7208,爈
9226,\u7209,爉
9227,\u720A,爊
9228,\u720B,爋
9229,\u720C,爌
9230,\u720D,爍
9231,\u720E,爎
9232,\u720F,爏
9233,\u7210,爐
9234,\u7211,爑
9235,\u7212,爒
9236,\u7213,爓
9237,\u7214,爔
9238,\u7215,爕
9239,\u7216,爖
9240,\u7217,爗
9241,\u7218,爘
9242,\u7219,爙
9243,\u721A,爚
9244,\u721B,爛
9245,\u721C,爜
9246,\u721D,爝
9247,\u721E,爞
9248,\u721F,爟
9249,\u7220,爠
9250,\u7221,爡
9251,\u7222,爢
9252,\u7223,爣
9253,\u7224,爤
9254,\u7225,爥
9255,\u7226,爦
9256,\u7227,爧
9257,\u7228,爨
9258,\u7229,爩
9259,\u722A,爪
9260,\u722B,爫
9261,\u722C,爬
9262,\u722D,爭
9263,\u722E,爮
9264,\u722F,爯
9265,\u7230,爰
9266,\u7231,爱
9267,\u7232,爲
9268,\u7233,爳
9269,\u7234,爴
9270,\u7235,爵
9271,\u7236,父
9272,\u7237,爷
9273,\u7238,爸
9274,\u7239,爹
9275,\u723A,爺
9276,\u723B,爻
9277,\u723C,爼
9278,\u723D,爽
9279,\u723E,爾
9280,\u723F,爿
9281,\u7240,牀
9282,\u7241,牁
9283,\u7242,牂
9284,\u7243,牃
9285,\u7244,牄
9286,\u7245,牅
9287,\u7246,牆
9288,\u7247,片
9289,\u7248,版
9290,\u7249,牉
9291,\u724A,牊
9292,\u724B,牋
9293,\u724C,牌
9294,\u724D,牍
9295,\u724E,牎
9296,\u724F,牏
9297,\u7250,牐
9298,\u7251,牑
9299,\u7252,牒
9300,\u7253,牓
9301,\u7254,牔
9302,\u7255,牕
9303,\u7256,牖
9304,\u7257,牗
9305,\u7258,牘
9306,\u7259,牙
9307,\u725A,牚
9308,\u725B,牛
9309,\u725C,牜
9310,\u725D,牝
9311,\u725E,牞
9312,\u725F,牟
9313,\u7260,牠
9314,\u7261,牡
9315,\u7262,牢
9316,\u7263,牣
9317,\u7264,牤
9318,\u7265,牥
9319,\u7266,牦
9320,\u7267,牧
9321,\u7268,牨
9322,\u7269,物
9323,\u726A,牪
9324,\u726B,牫
9325,\u726C,牬
9326,\u726D,牭
9327,\u726E,牮
9328,\u726F,牯
9329,\u7270,牰
9330,\u7271,牱
9331,\u7272,牲
9332,\u7273,牳
9333,\u7274,牴
9334,\u7275,牵
9335,\u7276,牶
9336,\u7277,牷
9337,\u7278,牸
9338,\u7279,特
9339,\u727A,牺
9340,\u727B,牻
9341,\u727C,牼
9342,\u727D,牽
9343,\u727E,牾
9344,\u727F,牿
9345,\u7280,犀
9346,\u7281,犁
9347,\u7282,犂
9348,\u7283,犃
9349,\u7284,犄
9350,\u7285,犅
9351,\u7286,犆
9352,\u7287,犇
9353,\u7288,犈
9354,\u7289,犉
9355,\u728A,犊
9356,\u728B,犋
9357,\u728C,犌
9358,\u728D,犍
9359,\u728E,犎
9360,\u728F,犏
9361,\u7290,犐
9362,\u7291,犑
9363,\u7292,犒
9364,\u7293,犓
9365,\u7294,犔
9366,\u7295,犕
9367,\u7296,犖
9368,\u7297,犗
9369,\u7298,犘
9370,\u7299,犙
9371,\u729A,犚
9372,\u729B,犛
9373,\u729C,犜
9374,\u729D,犝
9375,\u729E,犞
9376,\u729F,犟
9377,\u72A0,犠
9378,\u72A1,犡
9379,\u72A2,犢
9380,\u72A3,犣
9381,\u72A4,犤
9382,\u72A5,犥
9383,\u72A6,犦
9384,\u72A7,犧
9385,\u72A8,犨
9386,\u72A9,犩
9387,\u72AA,犪
9388,\u72AB,犫
9389,\u72AC,犬
9390,\u72AD,犭
9391,\u72AE,犮
9392,\u72AF,犯
9393,\u72B0,犰
9394,\u72B1,犱
9395,\u72B2,犲
9396,\u72B3,犳
9397,\u72B4,犴
9398,\u72B5,犵
9399,\u72B6,状
9400,\u72B7,犷
9401,\u72B8,犸
9402,\u72B9,犹
9403,\u72BA,犺
9404,\u72BB,犻
9405,\u72BC,犼
9406,\u72BD,犽
9407,\u72BE,犾
9408,\u72BF,犿
9409,\u72C0,狀
9410,\u72C1,狁
9411,\u72C2,狂
9412,\u72C3,狃
9413,\u72C4,狄
9414,\u72C5,狅
9415,\u72C6,狆
9416,\u72C7,狇
9417,\u72C8,狈
9418,\u72C9,狉
9419,\u72CA,狊
9420,\u72CB,狋
9421,\u72CC,狌
9422,\u72CD,狍
9423,\u72CE,狎
9424,\u72CF,狏
9425,\u72D0,狐
9426,\u72D1,狑
9427,\u72D2,狒
9428,\u72D3,狓
9429,\u72D4,狔
9430,\u72D5,狕
9431,\u72D6,狖
9432,\u72D7,狗
9433,\u72D8,狘
9434,\u72D9,狙
9435,\u72DA,狚
9436,\u72DB,狛
9437,\u72DC,狜
9438,\u72DD,狝
9439,\u72DE,狞
9440,\u72DF,狟
9441,\u72E0,狠
9442,\u72E1,狡
9443,\u72E2,狢
9444,\u72E3,狣
9445,\u72E4,狤
9446,\u72E5,狥
9447,\u72E6,狦
9448,\u72E7,狧
9449,\u72E8,狨
9450,\u72E9,狩
9451,\u72EA,狪
9452,\u72EB,狫
9453,\u72EC,独
9454,\u72ED,狭
9455,\u72EE,狮
9456,\u72EF,狯
9457,\u72F0,狰
9458,\u72F1,狱
9459,\u72F2,狲
9460,\u72F3,狳
9461,\u72F4,狴
9462,\u72F5,狵
9463,\u72F6,狶
9464,\u72F7,狷
9465,\u72F8,狸
9466,\u72F9,狹
9467,\u72FA,狺
9468,\u72FB,狻
9469,\u72FC,狼
9470,\u72FD,狽
9471,\u72FE,狾
9472,\u72FF,狿
9473,\u7300,猀
9474,\u7301,猁
9475,\u7302,猂
9476,\u7303,猃
9477,\u7304,猄
9478,\u7305,猅
9479,\u7306,猆
9480,\u7307,猇
9481,\u7308,猈
9482,\u7309,猉
9483,\u730A,猊
9484,\u730B,猋
9485,\u730C,猌
9486,\u730D,猍
9487,\u730E,猎
9488,\u730F,猏
9489,\u7310,猐
9490,\u7311,猑
9491,\u7312,猒
9492,\u7313,猓
9493,\u7314,猔
9494,\u7315,猕
9495,\u7316,猖
9496,\u7317,猗
9497,\u7318,猘
9498,\u7319,猙
9499,\u731A,猚
9500,\u731B,猛
9501,\u731C,猜
9502,\u731D,猝
9503,\u731E,猞
9504,\u731F,猟
9505,\u7320,猠
9506,\u7321,猡
9507,\u7322,猢
9508,\u7323,猣
9509,\u7324,猤
9510,\u7325,猥
9511,\u7326,猦
9512,\u7327,猧
9513,\u7328,猨
9514,\u7329,猩
9515,\u732A,猪
9516,\u732B,猫
9517,\u732C,猬
9518,\u732D,猭
9519,\u732E,献
9520,\u732F,猯
9521,\u7330,猰
9522,\u7331,猱
9523,\u7332,猲
9524,\u7333,猳
9525,\u7334,猴
9526,\u7335,猵
9527,\u7336,猶
9528,\u7337,猷
9529,\u7338,猸
9530,\u7339,猹
9531,\u733A,猺
9532,\u733B,猻
9533,\u733C,猼
9534,\u733D,猽
9535,\u733E,猾
9536,\u733F,猿
9537,\u7340,獀
9538,\u7341,獁
9539,\u7342,獂
9540,\u7343,獃
9541,\u7344,獄
9542,\u7345,獅
9543,\u7346,獆
9544,\u7347,獇
9545,\u7348,獈
9546,\u7349,獉
9547,\u734A,獊
9548,\u734B,獋
9549,\u734C,獌
9550,\u734D,獍
9551,\u734E,獎
9552,\u734F,獏
9553,\u7350,獐
9554,\u7351,獑
9555,\u7352,獒
9556,\u7353,獓
9557,\u7354,獔
9558,\u7355,獕
9559,\u7356,獖
9560,\u7357,獗
9561,\u7358,獘
9562,\u7359,獙
9563,\u735A,獚
9564,\u735B,獛
9565,\u735C,獜
9566,\u735D,獝
9567,\u735E,獞
9568,\u735F,獟
9569,\u7360,獠
9570,\u7361,獡
9571,\u7362,獢
9572,\u7363,獣
9573,\u7364,獤
9574,\u7365,獥
9575,\u7366,獦
9576,\u7367,獧
9577,\u7368,獨
9578,\u7369,獩
9579,\u736A,獪
9580,\u736B,獫
9581,\u736C,獬
9582,\u736D,獭
9583,\u736E,獮
9584,\u736F,獯
9585,\u7370,獰
9586,\u7371,獱
9587,\u7372,獲
9588,\u7373,獳
9589,\u7374,獴
9590,\u7375,獵
9591,\u7376,獶
9592,\u7377,獷
9593,\u7378,獸
9594,\u7379,獹
9595,\u737A,獺
9596,\u737B,獻
9597,\u737C,獼
9598,\u737D,獽
9599,\u737E,獾
9600,\u737F,獿
9601,\u7380,玀
9602,\u7381,玁
9603,\u7382,玂
9604,\u7383,玃
9605,\u7384,玄
9606,\u7385,玅
9607,\u7386,玆
9608,\u7387,率
9609,\u7388,玈
9610,\u7389,玉
9611,\u738A,玊
9612,\u738B,王
9613,\u738C,玌
9614,\u738D,玍
9615,\u738E,玎
9616,\u738F,玏
9617,\u7390,玐
9618,\u7391,玑
9619,\u7392,玒
9620,\u7393,玓
9621,\u7394,玔
9622,\u7395,玕
9623,\u7396,玖
9624,\u7397,玗
9625,\u7398,玘
9626,\u7399,玙
9627,\u739A,玚
9628,\u739B,玛
9629,\u739C,玜
9630,\u739D,玝
9631,\u739E,玞
9632,\u739F,玟
9633,\u73A0,玠
9634,\u73A1,玡
9635,\u73A2,玢
9636,\u73A3,玣
9637,\u73A4,玤
9638,\u73A5,玥
9639,\u73A6,玦
9640,\u73A7,玧
9641,\u73A8,玨
9642,\u73A9,玩
9643,\u73AA,玪
9644,\u73AB,玫
9645,\u73AC,玬
9646,\u73AD,玭
9647,\u73AE,玮
9648,\u73AF,环
9649,\u73B0,现
9650,\u73B1,玱
9651,\u73B2,玲
9652,\u73B3,玳
9653,\u73B4,玴
9654,\u73B5,玵
9655,\u73B6,玶
9656,\u73B7,玷
9657,\u73B8,玸
9658,\u73B9,玹
9659,\u73BA,玺
9660,\u73BB,玻
9661,\u73BC,玼
9662,\u73BD,玽
9663,\u73BE,玾
9664,\u73BF,玿
9665,\u73C0,珀
9666,\u73C1,珁
9667,\u73C2,珂
9668,\u73C3,珃
9669,\u73C4,珄
9670,\u73C5,珅
9671,\u73C6,珆
9672,\u73C7,珇
9673,\u73C8,珈
9674,\u73C9,珉
9675,\u73CA,珊
9676,\u73CB,珋
9677,\u73CC,珌
9678,\u73CD,珍
9679,\u73CE,珎
9680,\u73CF,珏
9681,\u73D0,珐
9682,\u73D1,珑
9683,\u73D2,珒
9684,\u73D3,珓
9685,\u73D4,珔
9686,\u73D5,珕
9687,\u73D6,珖
9688,\u73D7,珗
9689,\u73D8,珘
9690,\u73D9,珙
9691,\u73DA,珚
9692,\u73DB,珛
9693,\u73DC,珜
9694,\u73DD,珝
9695,\u73DE,珞
9696,\u73DF,珟
9697,\u73E0,珠
9698,\u73E1,珡
9699,\u73E2,珢
9700,\u73E3,珣
9701,\u73E4,珤
9702,\u73E5,珥
9703,\u73E6,珦
9704,\u73E7,珧
9705,\u73E8,珨
9706,\u73E9,珩
9707,\u73EA,珪
9708,\u73EB,珫
9709,\u73EC,珬
9710,\u73ED,班
9711,\u73EE,珮
9712,\u73EF,珯
9713,\u73F0,珰
9714,\u73F1,珱
9715,\u73F2,珲
9716,\u73F3,珳
9717,\u73F4,珴
9718,\u73F5,珵
9719,\u73F6,珶
9720,\u73F7,珷
9721,\u73F8,珸
9722,\u73F9,珹
9723,\u73FA,珺
9724,\u73FB,珻
9725,\u73FC,珼
9726,\u73FD,珽
9727,\u73FE,現
9728,\u73FF,珿
9729,\u7400,琀
9730,\u7401,琁
9731,\u7402,琂
9732,\u7403,球
9733,\u7404,琄
9734,\u7405,琅
9735,\u7406,理
9736,\u7407,琇
9737,\u7408,琈
9738,\u7409,琉
9739,\u740A,琊
9740,\u740B,琋
9741,\u740C,琌
9742,\u740D,琍
9743,\u740E,琎
9744,\u740F,琏
9745,\u7410,琐
9746,\u7411,琑
9747,\u7412,琒
9748,\u7413,琓
9749,\u7414,琔
9750,\u7415,琕
9751,\u7416,琖
9752,\u7417,琗
9753,\u7418,琘
9754,\u7419,琙
9755,\u741A,琚
9756,\u741B,琛
9757,\u741C,琜
9758,\u741D,琝
9759,\u741E,琞
9760,\u741F,琟
9761,\u7420,琠
9762,\u7421,琡
9763,\u7422,琢
9764,\u7423,琣
9765,\u7424,琤
9766,\u7425,琥
9767,\u7426,琦
9768,\u7427,琧
9769,\u7428,琨
9770,\u7429,琩
9771,\u742A,琪
9772,\u742B,琫
9773,\u742C,琬
9774,\u742D,琭
9775,\u742E,琮
9776,\u742F,琯
9777,\u7430,琰
9778,\u7431,琱
9779,\u7432,琲
9780,\u7433,琳
9781,\u7434,琴
9782,\u7435,琵
9783,\u7436,琶
9784,\u7437,琷
9785,\u7438,琸
9786,\u7439,琹
9787,\u743A,琺
9788,\u743B,琻
9789,\u743C,琼
9790,\u743D,琽
9791,\u743E,琾
9792,\u743F,琿
9793,\u7440,瑀
9794,\u7441,瑁
9795,\u7442,瑂
9796,\u7443,瑃
9797,\u7444,瑄
9798,\u7445,瑅
9799,\u7446,瑆
9800,\u7447,瑇
9801,\u7448,瑈
9802,\u7449,瑉
9803,\u744A,瑊
9804,\u744B,瑋
9805,\u744C,瑌
9806,\u744D,瑍
9807,\u744E,瑎
9808,\u744F,瑏
9809,\u7450,瑐
9810,\u7451,瑑
9811,\u7452,瑒
9812,\u7453,瑓
9813,\u7454,瑔
9814,\u7455,瑕
9815,\u7456,瑖
9816,\u7457,瑗
9817,\u7458,瑘
9818,\u7459,瑙
9819,\u745A,瑚
9820,\u745B,瑛
9821,\u745C,瑜
9822,\u745D,瑝
9823,\u745E,瑞
9824,\u745F,瑟
9825,\u7460,瑠
9826,\u7461,瑡
9827,\u7462,瑢
9828,\u7463,瑣
9829,\u7464,瑤
9830,\u7465,瑥
9831,\u7466,瑦
9832,\u7467,瑧
9833,\u7468,瑨
9834,\u7469,瑩
9835,\u746A,瑪
9836,\u746B,瑫
9837,\u746C,瑬
9838,\u746D,瑭
9839,\u746E,瑮
9840,\u746F,瑯
9841,\u7470,瑰
9842,\u7471,瑱
9843,\u7472,瑲
9844,\u7473,瑳
9845,\u7474,瑴
9846,\u7475,瑵
9847,\u7476,瑶
9848,\u7477,瑷
9849,\u7478,瑸
9850,\u7479,瑹
9851,\u747A,瑺
9852,\u747B,瑻
9853,\u747C,瑼
9854,\u747D,瑽
9855,\u747E,瑾
9856,\u747F,瑿
9857,\u7480,璀
9858,\u7481,璁
9859,\u7482,璂
9860,\u7483,璃
9861,\u7484,璄
9862,\u7485,璅
9863,\u7486,璆
9864,\u7487,璇
9865,\u7488,璈
9866,\u7489,璉
9867,\u748A,璊
9868,\u748B,璋
9869,\u748C,璌
9870,\u748D,璍
9871,\u748E,璎
9872,\u748F,璏
9873,\u7490,璐
9874,\u7491,璑
9875,\u7492,璒
9876,\u7493,璓
9877,\u7494,璔
9878,\u7495,璕
9879,\u7496,璖
9880,\u7497,璗
9881,\u7498,璘
9882,\u7499,璙
9883,\u749A,璚
9884,\u749B,璛
9885,\u749C,璜
9886,\u749D,璝
9887,\u749E,璞
9888,\u749F,璟
9889,\u74A0,璠
9890,\u74A1,璡
9891,\u74A2,璢
9892,\u74A3,璣
9893,\u74A4,璤
9894,\u74A5,璥
9895,\u74A6,璦
9896,\u74A7,璧
9897,\u74A8,璨
9898,\u74A9,璩
9899,\u74AA,璪
9900,\u74AB,璫
9901,\u74AC,璬
9902,\u74AD,璭
9903,\u74AE,璮
9904,\u74AF,璯
9905,\u74B0,環
9906,\u74B1,璱
9907,\u74B2,璲
9908,\u74B3,璳
9909,\u74B4,璴
9910,\u74B5,璵
9911,\u74B6,璶
9912,\u74B7,璷
9913,\u74B8,璸
9914,\u74B9,璹
9915,\u74BA,璺
9916,\u74BB,璻
9917,\u74BC,璼
9918,\u74BD,璽
9919,\u74BE,璾
9920,\u74BF,璿
9921,\u74C0,瓀
9922,\u74C1,瓁
9923,\u74C2,瓂
9924,\u74C3,瓃
9925,\u74C4,瓄
9926,\u74C5,瓅
9927,\u74C6,瓆
9928,\u74C7,瓇
9929,\u74C8,瓈
9930,\u74C9,瓉
9931,\u74CA,瓊
9932,\u74CB,瓋
9933,\u74CC,瓌
9934,\u74CD,瓍
9935,\u74CE,瓎
9936,\u74CF,瓏
9937,\u74D0,瓐
9938,\u74D1,瓑
9939,\u74D2,瓒
9940,\u74D3,瓓
9941,\u74D4,瓔
9942,\u74D5,瓕
9943,\u74D6,瓖
9944,\u74D7,瓗
9945,\u74D8,瓘
9946,\u74D9,瓙
9947,\u74DA,瓚
9948,\u74DB,瓛
9949,\u74DC,瓜
9950,\u74DD,瓝
9951,\u74DE,瓞
9952,\u74DF,瓟
9953,\u74E0,瓠
9954,\u74E1,瓡
9955,\u74E2,瓢
9956,\u74E3,瓣
9957,\u74E4,瓤
9958,\u74E5,瓥
9959,\u74E6,瓦
9960,\u74E7,瓧
9961,\u74E8,瓨
9962,\u74E9,瓩
9963,\u74EA,瓪
9964,\u74EB,瓫
9965,\u74EC,瓬
9966,\u74ED,瓭
9967,\u74EE,瓮
9968,\u74EF,瓯
9969,\u74F0,瓰
9970,\u74F1,瓱
9971,\u74F2,瓲
9972,\u74F3,瓳
9973,\u74F4,瓴
9974,\u74F5,瓵
9975,\u74F6,瓶
9976,\u74F7,瓷
9977,\u74F8,瓸
9978,\u74F9,瓹
9979,\u74FA,瓺
9980,\u74FB,瓻
9981,\u74FC,瓼
9982,\u74FD,瓽
9983,\u74FE,瓾
9984,\u74FF,瓿
9985,\u7500,甀
9986,\u7501,甁
9987,\u7502,甂
9988,\u7503,甃
9989,\u7504,甄
9990,\u7505,甅
9991,\u7506,甆
9992,\u7507,甇
9993,\u7508,甈
9994,\u7509,甉
9995,\u750A,甊
9996,\u750B,甋
9997,\u750C,甌
9998,\u750D,甍
9999,\u750E,甎
10000,\u750F,甏
10001,\u7510,甐
10002,\u7511,甑
10003,\u7512,甒
10004,\u7513,甓
10005,\u7514,甔
10006,\u7515,甕
10007,\u7516,甖
10008,\u7517,甗
10009,\u7518,甘
10010,\u7519,甙
10011,\u751A,甚
10012,\u751B,甛
10013,\u751C,甜
10014,\u751D,甝
10015,\u751E,甞
10016,\u751F,生
10017,\u7520,甠
10018,\u7521,甡
10019,\u7522,產
10020,\u7523,産
10021,\u7524,甤
10022,\u7525,甥
10023,\u7526,甦
10024,\u7527,甧
10025,\u7528,用
10026,\u7529,甩
10027,\u752A,甪
10028,\u752B,甫
10029,\u752C,甬
10030,\u752D,甭
10031,\u752E,甮
10032,\u752F,甯
10033,\u7530,田
10034,\u7531,由
10035,\u7532,甲
10036,\u7533,申
10037,\u7534,甴
10038,\u7535,电
10039,\u7536,甶
10040,\u7537,男
10041,\u7538,甸
10042,\u7539,甹
10043,\u753A,町
10044,\u753B,画
10045,\u753C,甼
10046,\u753D,甽
10047,\u753E,甾
10048,\u753F,甿
10049,\u7540,畀
10050,\u7541,畁
10051,\u7542,畂
10052,\u7543,畃
10053,\u7544,畄
10054,\u7545,畅
10055,\u7546,畆
10056,\u7547,畇
10057,\u7548,畈
10058,\u7549,畉
10059,\u754A,畊
10060,\u754B,畋
10061,\u754C,界
10062,\u754D,畍
10063,\u754E,畎
10064,\u754F,畏
10065,\u7550,畐
10066,\u7551,畑
10067,\u7552,畒
10068,\u7553,畓
10069,\u7554,畔
10070,\u7555,畕
10071,\u7556,畖
10072,\u7557,畗
10073,\u7558,畘
10074,\u7559,留
10075,\u755A,畚
10076,\u755B,畛
10077,\u755C,畜
10078,\u755D,畝
10079,\u755E,畞
10080,\u755F,畟
10081,\u7560,畠
10082,\u7561,畡
10083,\u7562,畢
10084,\u7563,畣
10085,\u7564,畤
10086,\u7565,略
10087,\u7566,畦
10088,\u7567,畧
10089,\u7568,畨
10090,\u7569,畩
10091,\u756A,番
10092,\u756B,畫
10093,\u756C,畬
10094,\u756D,畭
10095,\u756E,畮
10096,\u756F,畯
10097,\u7570,異
10098,\u7571,畱
10099,\u7572,畲
10100,\u7573,畳
10101,\u7574,畴
10102,\u7575,畵
10103,\u7576,當
10104,\u7577,畷
10105,\u7578,畸
10106,\u7579,畹
10107,\u757A,畺
10108,\u757B,畻
10109,\u757C,畼
10110,\u757D,畽
10111,\u757E,畾
10112,\u757F,畿
10113,\u7580,疀
10114,\u7581,疁
10115,\u7582,疂
10116,\u7583,疃
10117,\u7584,疄
10118,\u7585,疅
10119,\u7586,疆
10120,\u7587,疇
10121,\u7588,疈
10122,\u7589,疉
10123,\u758A,疊
10124,\u758B,疋
10125,\u758C,疌
10126,\u758D,疍
10127,\u758E,疎
10128,\u758F,疏
10129,\u7590,疐
10130,\u7591,疑
10131,\u7592,疒
10132,\u7593,疓
10133,\u7594,疔
10134,\u7595,疕
10135,\u7596,疖
10136,\u7597,疗
10137,\u7598,疘
10138,\u7599,疙
10139,\u759A,疚
10140,\u759B,疛
10141,\u759C,疜
10142,\u759D,疝
10143,\u759E,疞
10144,\u759F,疟
10145,\u75A0,疠
10146,\u75A1,疡
10147,\u75A2,疢
10148,\u75A3,疣
10149,\u75A4,疤
10150,\u75A5,疥
10151,\u75A6,疦
10152,\u75A7,疧
10153,\u75A8,疨
10154,\u75A9,疩
10155,\u75AA,疪
10156,\u75AB,疫
10157,\u75AC,疬
10158,\u75AD,疭
10159,\u75AE,疮
10160,\u75AF,疯
10161,\u75B0,疰
10162,\u75B1,疱
10163,\u75B2,疲
10164,\u75B3,疳
10165,\u75B4,疴
10166,\u75B5,疵
10167,\u75B6,疶
10168,\u75B7,疷
10169,\u75B8,疸
10170,\u75B9,疹
10171,\u75BA,疺
10172,\u75BB,疻
10173,\u75BC,疼
10174,\u75BD,疽
10175,\u75BE,疾
10176,\u75BF,疿
10177,\u75C0,痀
10178,\u75C1,痁
10179,\u75C2,痂
10180,\u75C3,痃
10181,\u75C4,痄
10182,\u75C5,病
10183,\u75C6,痆
10184,\u75C7,症
10185,\u75C8,痈
10186,\u75C9,痉
10187,\u75CA,痊
10188,\u75CB,痋
10189,\u75CC,痌
10190,\u75CD,痍
10191,\u75CE,痎
10192,\u75CF,痏
10193,\u75D0,痐
10194,\u75D1,痑
10195,\u75D2,痒
10196,\u75D3,痓
10197,\u75D4,痔
10198,\u75D5,痕
10199,\u75D6,痖
10200,\u75D7,痗
10201,\u75D8,痘
10202,\u75D9,痙
10203,\u75DA,痚
10204,\u75DB,痛
10205,\u75DC,痜
10206,\u75DD,痝
10207,\u75DE,痞
10208,\u75DF,痟
10209,\u75E0,痠
10210,\u75E1,痡
10211,\u75E2,痢
10212,\u75E3,痣
10213,\u75E4,痤
10214,\u75E5,痥
10215,\u75E6,痦
10216,\u75E7,痧
10217,\u75E8,痨
10218,\u75E9,痩
10219,\u75EA,痪
10220,\u75EB,痫
10221,\u75EC,痬
10222,\u75ED,痭
10223,\u75EE,痮
10224,\u75EF,痯
10225,\u75F0,痰
10226,\u75F1,痱
10227,\u75F2,痲
10228,\u75F3,痳
10229,\u75F4,痴
10230,\u75F5,痵
10231,\u75F6,痶
10232,\u75F7,痷
10233,\u75F8,痸
10234,\u75F9,痹
10235,\u75FA,痺
10236,\u75FB,痻
10237,\u75FC,痼
10238,\u75FD,痽
10239,\u75FE,痾
10240,\u75FF,痿
10241,\u7600,瘀
10242,\u7601,瘁
10243,\u7602,瘂
10244,\u7603,瘃
10245,\u7604,瘄
10246,\u7605,瘅
10247,\u7606,瘆
10248,\u7607,瘇
10249,\u7608,瘈
10250,\u7609,瘉
10251,\u760A,瘊
10252,\u760B,瘋
10253,\u760C,瘌
10254,\u760D,瘍
10255,\u760E,瘎
10256,\u760F,瘏
10257,\u7610,瘐
10258,\u7611,瘑
10259,\u7612,瘒
10260,\u7613,瘓
10261,\u7614,瘔
10262,\u7615,瘕
10263,\u7616,瘖
10264,\u7617,瘗
10265,\u7618,瘘
10266,\u7619,瘙
10267,\u761A,瘚
10268,\u761B,瘛
10269,\u761C,瘜
10270,\u761D,瘝
10271,\u761E,瘞
10272,\u761F,瘟
10273,\u7620,瘠
10274,\u7621,瘡
10275,\u7622,瘢
10276,\u7623,瘣
10277,\u7624,瘤
10278,\u7625,瘥
10279,\u7626,瘦
10280,\u7627,瘧
10281,\u7628,瘨
10282,\u7629,瘩
10283,\u762A,瘪
10284,\u762B,瘫
10285,\u762C,瘬
10286,\u762D,瘭
10287,\u762E,瘮
10288,\u762F,瘯
10289,\u7630,瘰
10290,\u7631,瘱
10291,\u7632,瘲
10292,\u7633,瘳
10293,\u7634,瘴
10294,\u7635,瘵
10295,\u7636,瘶
10296,\u7637,瘷
10297,\u7638,瘸
10298,\u7639,瘹
10299,\u763A,瘺
10300,\u763B,瘻
10301,\u763C,瘼
10302,\u763D,瘽
10303,\u763E,瘾
10304,\u763F,瘿
10305,\u7640,癀
10306,\u7641,癁
10307,\u7642,療
10308,\u7643,癃
10309,\u7644,癄
10310,\u7645,癅
10311,\u7646,癆
10312,\u7647,癇
10313,\u7648,癈
10314,\u7649,癉
10315,\u764A,癊
10316,\u764B,癋
10317,\u764C,癌
10318,\u764D,癍
10319,\u764E,癎
10320,\u764F,癏
10321,\u7650,癐
10322,\u7651,癑
10323,\u7652,癒
10324,\u7653,癓
10325,\u7654,癔
10326,\u7655,癕
10327,\u7656,癖
10328,\u7657,癗
10329,\u7658,癘
10330,\u7659,癙
10331,\u765A,癚
10332,\u765B,癛
10333,\u765C,癜
10334,\u765D,癝
10335,\u765E,癞
10336,\u765F,癟
10337,\u7660,癠
10338,\u7661,癡
10339,\u7662,癢
10340,\u7663,癣
10341,\u7664,癤
10342,\u7665,癥
10343,\u7666,癦
10344,\u7667,癧
10345,\u7668,癨
10346,\u7669,癩
10347,\u766A,癪
10348,\u766B,癫
10349,\u766C,癬
10350,\u766D,癭
10351,\u766E,癮
10352,\u766F,癯
10353,\u7670,癰
10354,\u7671,癱
10355,\u7672,癲
10356,\u7673,癳
10357,\u7674,癴
10358,\u7675,癵
10359,\u7676,癶
10360,\u7677,癷
10361,\u7678,癸
10362,\u7679,癹
10363,\u767A,発
10364,\u767B,登
10365,\u767C,發
10366,\u767D,白
10367,\u767E,百
10368,\u767F,癿
